"i should like to extract those bits and see if that induces more profound emotion , if it brings forth a rise of feeling from her , for in the confusion of primal panic , she would most certainly paddle helplessly as would any lung-breathing mammal lost at sea , who has been deprived of its own ability to swim , in the direction of the nearest drifting bit of wood debris swept in by the riptide .",mammal,animal
they also mention that it will try to mate with anything mammal it can secure long enough to achieve a climax but fail to note that the product of such union usually survives to serve the upir . '',mammal,animal
"much of the coast is ancient granite and volcanic remains , and much of its rocky core is old limestone , formed from the remains of tiny sea creatures that led happy lives nearly half a billion years ago , back when ireland was located near the equator and no mammal had yet set foot on the earth .",mammal,animal
not to mention she was so hungry she could eat a small mammal all by herself .,mammal,animal.food.c
"earth syndrome miniseries biotynes : the small insects bred and let loose onto a planet , that destroy human and mammal life by the pirates .",mammal,animal
"through his blurred vision he glimpsed the shapes of spiders and worms , giant snakes and hunting cats , and things he did n't recognize , nightmarish beasts that mixed reptile and mammal and bird of prey .",mammal,animal
"six zips across the water , skimming the top like some water-borne insect , and beside her , going twice as fast , is a platypus-shaped mammal with long white hair and a beard-i have no idea what animal bernie kosar 's copying .",mammal,animal
"no mammal , big or small , seems to have any real immunity at all .",mammal,animal
"he asks baldwin , eyes focused unwaveringly on the small mammal gobbling up the oversized ants .",mammal,animal
"all he could see was the misty outline of some sarcophagus on a plinth , and distantly the bones of an extinct giant mammal .",mammal,animal
"jenn likes hunting with rann , ira , bartholomew , tok and ty or at the farm planet riding some wild mammal .",mammal,animal
"the mammal herded him back to me and jack , in the same way a cowboy rounds up his cattle .",mammal,animal
"tomorrow , when he relives his evening in cringes , he will imagine himself as a reptile stalking a defenceless mammal .",mammal,animal
"the institute estimated that man had exterminated more than a thousand species of mammal and bird and insect-some casually , some with malice-between now and the distant present .",mammal,animal
"he looked for easy prey among the various grasses , a small mammal that might be inattentive or a half-eaten carcass that he could pinch .",mammal,animal
the dead robot was on top of miller .,robot,animal
the robot made his way to the stairs and looked around before he started up them .,robot,animal
"`` yes , but your chief concern is this robot menace . ''",robot,animal
"i might add that , as a robot programmed for police service , i am a student of human behavior under stress of emotion .",robot,animal
"mr. mclaren , this being his second time at steel magnolias , played host to his friend , both very amused by the fact that they had to look at the menu , as opposed to have their preferences mind-read by robot waiters .",robot,animal
"john played with the controller , making the robot run circles around jane .",robot,animal
he was still wondering what it meant when the robot attacked .,robot,animal
"take a robot with a wholly blank brain , a gravitonic brain , without the three laws or the new laws ingrained into it .",robot,animal
"she opened up the plastic shrink-wrapped robot , installed its batteries , and sent him careening into the bathroom .",robot,animal
"he was not really getting anywhere and , as dr. fastolfe had indicated earlier , there is not really much use in cross-examining a robot .",robot,animal
the robot climbed back into the rail trolley as they accelerated .,robot,animal
"thus , a robot clamped into the frame could be spun and swiveled and rotated into whatever position was most convenient to the roboticist doing the work .",robot,animal
"its the fuuuuuture , let 's all call our characters robot names or warlock sounding incantantions !",robot,animal
"`` a robot is a human artifact , as much as this viewer is .",robot,animal
he walked about a hundred meters or so and then stood and waited for the robot to come to him .,robot,animal
"the strain was compounded by the effects of her victim 's invention , an electro-clarifier , i believe it was called ... '' lodovik realized that this ancient robot , built many thousands of years ago to repair other robots on aurora -- and the last of its kind still functional -- was reacting deep in its programming to their convincing human forms .",robot,animal
"`` you look like you just swallowed a bug , '' she said as she peered at him .",bug,animal
"the bug was n't sophisticated enough to escape , but it would keep skittering about inside its new prison .",bug,animal
"and i love the view when you lean over like that , and i get the most excellent look of your- '' `` harry , i see a bug . ''",bug,animal
"that is a jumping bug , he considered , examining the strange green creature with long , spiky legs .",bug,animal
"so far , id already taken out the bug catcher and some clothes , as well as a candle making kit .",bug,animal
"looking over his miniature shoulder , ty noticed a bug on the roof of the truck .",bug,animal
"they could see a new kind of bug above them , and they had big rocks in their claws .",bug,animal
"10 i walked yet another slow circle around the bug , then another circle around the miata .",bug,animal.location.c
"i tossed the sandwich away , but then i noticed a bug was crawling on it eating it , i guess .",bug,animal
"it isnt long before the conversation delves into the photosynthesis of the turning leaves , the geopolitical maneuverings of world despots , anything in scientific american , whale or bug anatomy , and the quantum physics of skateboard or bicycle dynamics .",bug,animal
i cant keep quiet when she gave me an opening a giant mutant bug could walk through .,bug,animal
"of all of our skill sets , linguist seemed at the time most expendable .",linguist,human
another linguist was sent the proofs of his new book on language contact that were so poorly typeset and the graphs and transcriptions so badly mangled that they interfered with the software systems of the ship and it crashed into a moon .,linguist,human
the linguist and the biologist went back to explore the tower .,linguist,human
"part of dads fascination with borrow was that he too was a gifted linguist , although there were few other respects in which they enjoyed any resemblance .",linguist,human
"despite his solitude , the warlord was a skilled linguist and had little trouble socialising .",linguist,human
"on day number two , at night , rupert had sat down , with a very silent alejo , and presented the crazy plan in which she , a flabby linguist from montana , would become part of the organization rupert worked with , called ci .",linguist,human
it seems the french linguist separatists wont speak english .,linguist,human
perhaps you just need a linguist .,linguist,human
the killer must be a linguist .,linguist,human.nfs
perhaps he had tried to kill the linguist .,linguist,human
"`` but mere curiosity , even an intense or a singular curiosity of the kind to which you confess , could not be construed by even the most lax linguist as a necessity or , as you put it to mrs. bratton , `` a matter of extreme importance . '' '",linguist,human
"dak stared at the linguist , a guy who 'd sneakily become one of his best friends .",linguist,human
"but the linguist had clearly already been ensnared by the tower , by the words of the crawler .",linguist,human
logan was no linguist but he was smart and had travelled a lot .,linguist,human
"to the left , elsie kastner , the team 's linguist and graphology expert , sat in her own room , hunched over parchment documents .",linguist,human
"once she 'd figured out she was a psychic linguist , she 'd honed the talent to her present level of expertise .",linguist,human
beth johanssen is a great programmer .,programmer,human
but what the fuck would a computer programmer be worth out here ?,programmer,human
"it was half an hour after the end of day shift and the tables and booths were filling up with communications , electronics , and programmer techs .",programmer,human
"as one programmer put it , `` trying to program distributed intelligence is like telling a five-year-old kid to go to his room and change his clothes .",programmer,human
"good questions davina the first i can answer : the nanopean man on whom all others were built was a thin , 6 foot , 20 year old computer programmer from shanghai .",programmer,human
"not that i 'm complaining , you 're the best programmer i 've got .",programmer,human
"all is what we perceive it to be based on our senses , which are almost certainly deceiving us in ways one would expect from our programmer .",programmer,human
the programmer on the ground nodded his agreement and gulped .,programmer,human
"it was a translated blurb from the nikkei shimbun , the japanese equivalent of the wall street journal , stating that the japanese programmer ensei tankado had completed a mathematical formula he claimed could write unbreakable codes .",programmer,human
they killed my programmer friend - saying no one would even miss the conspiracy nut - but they did n't kill me .,programmer,human
the programmer has disguised his address so it appeared that it was coming from a trusted computer on our network .,programmer,human
`` they were trained by a programmer who defected from your country a few years ago .,programmer,human
"most places have a human programmer who supervises the equipment , but otherwise , the cafe is nearly empty , just us and a couple of others across the room .",programmer,human
"so he decided to built his own machine , kevin continued and turned to selena : when you were in a coma , my uncle mentioned an obsessed programmer .",programmer,human
which programmer are you referring to ?,programmer,human.nfs
`` she would n't have sacrificed her own programmer too . '',programmer,human
he drove several blocks away from the agency and entered the student hangout area of the city ; it was always easy to tell you had arrived by the smell of the coffee aromas permeating the air .,student,human
it 's not that hard to imagine that she 'd mistake one student for another . '',student,human
"professor adolph dickler watched his young student perform her assignment with perfection , and felt his tension build towards the breaking point .",student,human
"the hype around the prince had still not died down , and even i had to admit he had incredible patience , considering how he was effectively stalked by half the student population .",student,human
a beaker and bunsen burner is located in front of each student .,student,human.location.c
"so he escaped as fast as he could , bringing tyler , his favorite student , with him .",student,human
"you 're not a scholar , not even a student , only a zealot with no sense of reality .",student,human
"langdon said nothing , preferring that a student make the correction if possible .",student,human
"when dinah tried to translate his witticism , she asked dinah where she had learned japanese and was told that she had spent half a year as an exchange student in kyoto and had had a wonderful time .",student,human
in talking with the student merlin discovered that he had cut quite a swathe through the women in his village before being volunteered for the occult program .,student,human
"master rohaths curiosity had been piqued , so when the next year a third student had appeared , wearing a guardbrace over his right shoulder , he finally pulled the pupil aside and asked him about the armor as clearly it was being worn as a symbol of status .",student,human
`` there are complexities to the levels and every dyslexic student is different .,student,human
she was the only student in her grade that was allowed to take algebra and she was determined to prove she could excel at the task .,student,human
"now that i think about it , i even remember the first black student in my classroom at harbortown elementary .",student,human
the student that was ahead of luna got his scores and bowed out of the ring .,student,human
"beneath his role of student , michael has other obligations ; primarily , acquisition of the next viable prospect for his exclusive group .",student,human
"it doesnt take a genius to realize that when it comes to reikoku-sensei , the first thought that comes to your mind is not the right one .",genius,human
i doubted that i was much of a creative genius .,genius,human
"but mortals can`t fathom our genius , so instead they think these are being made by extraterrestrials .",genius,human
"if i am not mistaken , he was the genius behind her layout and colors for the presentation .",genius,human
"bunson and lacroix 's boys ' polytechnique was an evil genius training academy , sort of a sibling school to mademoiselle geraldine 's .",genius,human
"his hair and eyes , renewed in vitality , were no longer the hair and eyes of kane hailand , international phenomenon , jester and god , controller of light- these were the hair and eyes of jake , the luster-struck adolescent poet who had yet to ever happen upon the maddened piano genius .",genius,human
"yes , genius , they do , he says with a snort .",genius,human
"`` you do n't have to be a genius to connect those dots , '' anthony growled .",genius,human
"next to him was xavier becker , going to fat , a computer genius who had shortened research on improving the virus and the serum by five years .",genius,human
was the computer genius charitable with his goodnight kiss ? '',genius,human
"let them think i 'm a genius , that 's fine by me , they 'll recommend me to others , it 's how i get my customers .",genius,human
im not a musical genius .,genius,human
"jane helps him out of his shoes and says , `` tiny , you 're kind of a genius . ''",genius,human
hes a genius at tugging on heartstrings .,genius,human
"he was a genius , in more ways than one , and identified buses and bus stops like an old hand .",genius,human
"i cant speak for the lady , but ive been in love with melissa for five years .",lady,human
"lady maccon looked to her husband 's beta , gesturing at biffy with her free hand .",lady,human
it concerned a young lady .,lady,human
"all we know is that the lady found him in his bedroom , tied to a chair .",lady,human
an elderly lady in a flowered dress and large straw hat was sweeping around her front steps as they approached .,lady,human
i stay with my old lady here on the weekends and out on the island during the work week .,lady,human
"i was an eyesore next to matt and this fierce-looking lady , and again i had the distinct impression of being in a tiger enclosure .",lady,human
`` what kind of a gentleman would i be if i did n't walk a lady to her door ? '',lady,human
"no one could get cell reception , and i heard a lady say that all the cars on the road died . ''",lady,human
`` some lady brought me some snacks . '',lady,human
"info on ms. pierpoint , the lady of somewhat questionable virtue .",lady,human
"there appeared to have been a slight misapprehension , owing to his impression that the lady 's outcry was occasioned by some inopportune motion or speech of my own , rather than by the arachnid .",lady,human
"jason doubled over laughing on that one , though rebecca was far too much a little lady to yield to laughter over such a base subject .",lady,human
we do not talk about another lady 's endowments in public .,lady,human
`` i guess that 's why the lady made her spear mother ! '',lady,human
`` did n't anyone ever tell you that a lady never deserts her partner before the dance is over ? '',lady,human
we were tipped off about a terrorist group that calls themselves the rebellion that has formed downtown and may be in cahoots with disgruntled uptowners which would explain how they got a missile .,terrorist,human
"i found out later they were really close by , actually tracking this particular man because he was a well-known terrorist hiding out in india .",terrorist,human
"she rubbed her temples steadily and looked at the dolls , in a row on ralph 's desk and wired up like a terrorist 's bomb .",terrorist,human
"in spite of the situation , jarrard could not refrain from indulging his ego , and said indignantly , there is no question why i was brought here he knows my skills are critical to bringing the terrorist back .",terrorist,human
"his eldest son was a deranged terrorist , his daughters were imbeciles and mark an atrocious wanker .",terrorist,human
"based on his experience at sabra and shatila , razzaq the terrorist emerged .",terrorist,human
they intend to file a national suit in the supreme court within the coming months to argue for increased naval security along the dravidian-vengali border to safeguard against terrorist run-off from vengali space .,terrorist,human
"it took him a few more seconds to come around but when he did , i saw him take out his frustration and pain on abdullah as he roughly tried to eject the unconscious terrorist from the truck .",terrorist,human
our terrorist friends are excellent clients .,terrorist,human
"one terrorist was dead , but god alone knew how many had escaped .",terrorist,human
"there were also suspected terrorist cells in orlando , miami , ft. lauderdale and boca raton , florida but after he did his research on that area he was certain the fbi and other agencies were watching these groups very closely .",terrorist,human
in the morning ben told his dream about the terrorist wanting to blow up the train and that the forces of good had hurled him out of the carriage to a safe distance from the train .,terrorist,human
i am considered an armed and dangerous terrorist ; no wonder i was taken to the nation 's capital for questioning .,terrorist,human
"he knew from the intel he 'd collected on radovich that the terrorist had grown up on the streets in one of the poorest cities in eastern europe , where he 'd had to battle daily for survival .",terrorist,human
"as the familiar toyota rolled past , well under the posted 35 miles per hour speed limit , it became clear to nonutz that this terrorist was well past all things un-american .",terrorist,human
everything i 'd saved as a teenager had gone into the purchase of my little house and all the furnishings inside .,teenager,human
but that stuff just made me a teenager .,teenager,human
"a teenager with hair down to his shoulders and a goatee was waving at bart , who braked to a halt .",teenager,human
"their leader was trying to make some kind of bizarre point to a teenager , forcing him to decide whether i lived or died .",teenager,human
all three of us charge the sneaky teenager .,teenager,human
"there 's no great excuse for why i would n't have mentioned this to her , so i play the dumb teenager card .",teenager,human
"she had grown up over the summer , she was n't the awkward teenager i first met , and she was becoming a gorgeous young woman .",teenager,human
"now im doing it , and you are getting on me about it like im some teenager who missed curfew .",teenager,human
"i asked , allowing myself to feel the excitement of a normal teenager for a moment .",teenager,human
"sure enough , the metal door to the room i 'm in starts shakes as it is being unlocked and a disheveled looking teenager comes in with a gun pointed at me .",teenager,human
she was dressed in one of her prettiest outfits and macallister felt a rush of parental pride and a feeling of wonderment that she had made the transition from teenager to womanhood without him being really aware of it .,teenager,human.event.c
"despite the odds , gantros had seen something in the impetuous teenager that sparked the bonding and , fortunately ; ryans potential had been high enough to overcome the difficulties .",teenager,human
we go to check in at the registration booth where a skinny teenager with a liberal peppering of freckles on his face tells us that all of the lanes are full .,teenager,human
i 'm not ready to parent a teenager . '',teenager,human
"other than me , the teenager , and the young girl , there was a good chance everyone in this room had children they would never again lay eyes on .",teenager,human
"his face tightens at this insult , but because he 's a coward , he turns on his heel and walks away .",coward,human
"i never took you for a coward , abigail ... if thats even your name .",coward,human
"the regent had shown his true self : whether a coward or an envier , he did not know .",coward,human
or maybe it was just her being allergic to the word coward .,coward,human
"though her heartbeat sped up , thumping erratical y , she did n't back away , would n't act the coward .",coward,human
to be obliging and polite does not necessarily make a woman a coward .,coward,human
he 's a bit of a runner and more than a bit of a coward .,coward,human
"however , i was many things , but a coward was n't one of them .",coward,human
`` you are turning into a coward . '',coward,human.nfs
"instead , he took the coward 's way out and used logan .",coward,human
"the coward in me wanted to , but i knew that if i tried , i would be as miserable as persephone had been , and i did n't want to be miserable anymore .",coward,human
youre working for a liar and a coward .,coward,human
he was none of those things now : he was a potential cheat and a coward .,coward,human
"within minutes , i was driving in the hunters ' black suv , with the hunters ' wallets in the passenger seat beside me .",passenger,human
"the buildings and the look of the rank astonished her.wow , almighty good , the rank looks perfect she murmured to the passenger in front , she sailed through the people to the waiting rooms , and she entered the rooms and found a seat and relaxed before she called her friend .",passenger,human
she had managed to hide her answering grin to the joke by looking out of the passenger window .,passenger,human
merlot snuck into a back seat and as the final passenger clambered in and slid the door closed .,passenger,human
"first as lippy drove past our 20 and then as we pulled out behind him , this silhouette driver pistoning out his right arm , his right fist connecting again and again with the side of the passenger 's silhouette head , too busy-busy-busy to realize the fuzz was crawling right up his tailpipe until george hit the reds .",passenger,human
"what infuriated the passenger most was that talpyiot was important , but not for the reasons the people who guarded it so closely thought .",passenger,human
"no one would want a car whose last passenger had , literally , lost her head when the impact catapulted her right out that busted windshield like a cannonball .",passenger,human
the floating post was a good deal different-looking from the passenger dirigibles alexia was accustomed to utilizing .,passenger,human
"the bay doors under the passenger vessel churned open and the magnetic locks keeping the craft in place turned off , letting the ship drift down from under the hauler .",passenger,human
"his passenger sat higher , manning a swivel-mounted assault rifle in the rear , gyroscopically stabilized .",passenger,human
"whenever you rode in it , he had to move stuff off the passenger 's seat and throw it in the back .",passenger,human
"ten minutes later , the front passenger door opened and slammed shut .",passenger,human
"after george put him in the back of the car , he walked around to the passenger side and daniel opened the drivers side door .",passenger,human
the total effect was a ghostly orange outline of the dimensions of the passenger cabin .,passenger,human
brenda put the book back on the passenger side seat .,passenger,human
he asked as she veered to the passenger side .,passenger,human
"in the enclosed space of the tunnel , he could smell the alien ; it had a heavy , musky odor , like olive oil , like cloves , strange rather than unpleasant .",alien,human
the third alien went into an enormous building with elaborate statuary across the facade .,alien,human
brick turned to his left to see a stereotypical 1950s alien sat down .,alien,human
`` i was n't joking when i said i was an alien . '',alien,human
"i utilize the remainder of the cranial cavity for my own uses , answered the alien scientist .",alien,human
galvin the alien ran up the ramp and went inside the ffats spaceship .,alien,human
ben is playing some alien shooting game when i walk up to him .,alien,human
"if this alien says who he says he is , i have to help him convince the masses .",alien,human
"eden is an alien and my employee , and therefore i am her protector .",alien,human
after a couple more hits the alien inside him gave up ; it had completed its task .,alien,human
"upon seeing the bright colors of the flashing lights up close , gastonish recognized she was not familiar with the alien space crafts .",alien,human
was that an edge of distaste in the alien 's voice ?,alien,human
like the alien visitors or the cerberus hounds or perhaps the vampires ?,alien,human
how could i have known it would be a humanoid alien ?,alien,human
"ya know , i should capture and torture the alien into giving me all that vip data , giggling silly .",alien,human
"but , in spite of mr. german 's optimism , things were clearly touch and go .",german,human
"and not a german : not that beery , barley , potato odor that most german men gave off .",german,human
"patience and compassion for crying and unruly children , an ancient virtue of the german family , was absent .",german,human
"`` i do n't think they 're german , '' roger said .",german,human.nfs
the german was looking at the spaniard who was putting the syringe in his backpack .,german,human
"he 'd approached this man over a year ago , after learning of his connection with that fifth german who 'd been there in september 1943 .",german,human
"i had a feeling i had not found the hairy handed german i was in search of , the emotions running through this body were far easier for me to interpret than his had been .",german,human
"what would those be , mister german guy ?",german,human
"i was first sergeant lukas danielewski , company a , first ranger battalion on reconnaissance in german occupied poland in 1942 when i had the misfortune of encountering three gestapo agents interrogating my angel .",german,human
"he ordered the german and matthews to accompany him to the reception area , and the car moved to the entrance .",german,human
the german was not impressed .,german,human
"the german paused , nodded , said danke , and put his hand out to take the cigarette .",german,human
"`` if you want junk food , we 'll order pizza , all right ? ''",pizza,food
"he thought back to the night before , when they 'd all sat there and eaten pizza like the starved people they 'd been .",pizza,food
`` are you telling me most women you take out for pizza do n't require bodyguard services ? '',pizza,food
"`` i 'm really starting to miss pizza , '' i said , as i took another bite .",pizza,food.nfs
watching a pizza being devoured was sort of like watching a plane coming apart in midair on those old wwii gun camera reels .,pizza,food
"stella stops with a slice of pizza halfway to her mouth , ranch dripping off the end onto the table .",pizza,food
`` i understand the pizza business is doing you no favors these days . '',pizza,food
"`` dinner , '' she says , holding up a white cardboard box , `` obviously pizza because what else would you want ? ''",pizza,food.nfs
he nursed a second glass of milk and watched paul consume his pizza .,pizza,food
she even relents and accepts one of jeffs beers to wash the pizza down .,pizza,food
"he reached down , like a young arthur , and pulled the two pizza boxes back out into the swirling air .",pizza,food
"and kelly totally loves pizza , too , so there .",pizza,food.nfs
"i never imagined anything as delicious as fish and chips , pizza , sweet and sour chicken .",pizza,food
"for richards it was the first real food , other than greasy pizza wedges and government pill-commodities , that he had eaten in god knew how long .",pizza,food
i 'll bring pizza . '',pizza,food
"not really , my lord , thats when they threw the kebab at us .",kebab,food
`` cezar was just about to make a shish kebab out of levet . '',kebab,food
